x-axis,1KHZ,2,3
second,Volt,Volt,Volt
-193.354643E-03,+752.484386E-03,+396.788698E-03,-48.326465E-03
-193.348339E-03,+769.220681E-03,+396.788698E-03,-81.799054E-03
-193.342035E-03,+752.484440E-03,+396.788807E-03,-48.326465E-03
-193.335731E-03,+785.956974E-03,+430.930793E-03,-81.799161E-03
-193.329427E-03,+735.747986E-03,+379.717568E-03,-81.798837E-03
-193.323123E-03,+752.484387E-03,+379.717568E-03,+18.619030E-03
-193.316819E-03,+769.220680E-03,+379.717623E-03,-48.326358E-03
-193.310515E-03,+752.484442E-03,+396.788809E-03,-48.326358E-03
-193.304211E-03,+785.957026E-03,+430.930957E-03,-48.326358E-03
-193.297907E-03,+752.484443E-03,+430.930901E-03,-48.326468E-03
-193.291603E-03,+785.957025E-03,+413.859771E-03,-81.799271E-03
-193.285299E-03,+752.484333E-03,+396.788754E-03,-115.271852E-03
-193.278995E-03,+752.484333E-03,+413.859714E-03,-81.799272E-03
-193.272691E-03,+752.484444E-03,+379.717739E-03,-115.271852E-03
-193.266386E-03,+785.957023E-03,+430.930843E-03,-81.799161E-03
-193.260082E-03,+752.484277E-03,+396.788640E-03,-81.799048E-03
-193.253778E-03,+735.747988E-03,+379.717568E-03,-48.326358E-03
-193.247474E-03,+752.484333E-03,+379.717741E-03,-48.326585E-03
-193.241170E-03,+752.484333E-03,+430.930899E-03,-115.271849E-03
-193.234866E-03,+752.484276E-03,+413.859769E-03,-81.799047E-03
-193.228562E-03,+735.747989E-03,+396.788756E-03,-48.326358E-03
-193.222258E-03,+752.484390E-03,+413.859827E-03,-48.326473E-03
-193.215954E-03,+769.220734E-03,+413.859710E-03,-81.799045E-03
-193.209650E-03,+769.220734E-03,+379.717686E-03,-48.326358E-03
-193.203346E-03,+769.220676E-03,+413.859709E-03,-48.326591E-03
-193.197042E-03,+752.484391E-03,+379.717627E-03,-115.271730E-03
-193.190738E-03,+769.220676E-03,+396.788757E-03,-48.326358E-03
-193.184434E-03,+752.484391E-03,+413.859768E-03,-48.326593E-03
-193.178130E-03,+769.220675E-03,+396.788818E-03,-115.271845E-03
-193.171826E-03,+752.484333E-03,+430.930837E-03,-81.799161E-03
-193.165522E-03,+752.484333E-03,+396.788698E-03,-81.799279E-03
-193.159218E-03,+752.484333E-03,+396.788637E-03,-115.271725E-03
-193.152914E-03,+752.484392E-03,+379.717629E-03,-48.326358E-03
-193.146610E-03,+769.220794E-03,+396.788820E-03,-48.326358E-03
-193.140306E-03,+785.956955E-03,+430.930896E-03,-48.326478E-03
-193.134001E-03,+735.748052E-03,+413.859827E-03,-81.799161E-03
-193.127697E-03,+769.220734E-03,+413.859642E-03,-81.799161E-03
-193.121393E-03,+769.220734E-03,+362.646562E-03,-81.799161E-03
-193.115089E-03,+769.220612E-03,+396.788760E-03,-81.799039E-03
-193.108785E-03,+735.747993E-03,+413.859765E-03,-48.326480E-03
-193.102481E-03,+752.484271E-03,+396.788760E-03,-81.799161E-03
-193.096177E-03,+735.747808E-03,+413.859827E-03,-81.799038E-03
-193.089873E-03,+702.275314E-03,+413.859764E-03,-48.326482E-03
-193.083569E-03,+752.484395E-03,+396.788698E-03,-81.799161E-03
-193.077265E-03,+769.220672E-03,+396.788698E-03,-81.799161E-03
-193.070961E-03,+752.484395E-03,+396.788825E-03,-81.799161E-03
-193.064657E-03,+769.220671E-03,+430.930830E-03,-81.799036E-03
-193.058353E-03,+752.484333E-03,+396.788762E-03,-48.326358E-03
-193.052049E-03,+752.484396E-03,+413.859699E-03,-48.326484E-03
-193.045745E-03,+769.220671E-03,+379.717632E-03,-81.799161E-03
-193.039441E-03,+752.484396E-03,+396.788698E-03,-81.799161E-03
-193.033137E-03,+769.220670E-03,+396.788698E-03,-81.799034E-03
-193.026833E-03,+752.484269E-03,+396.788633E-03,-48.326486E-03
-193.020529E-03,+735.748123E-03,+379.717633E-03,-81.799033E-03
-193.014225E-03,+785.957007E-03,+396.788763E-03,-48.326487E-03
-193.007920E-03,+752.484333E-03,+413.859696E-03,-81.799161E-03
-193.001616E-03,+752.484333E-03,+379.717502E-03,-81.799161E-03
-192.995312E-03,+752.484398E-03,+362.646570E-03,-81.799031E-03
-192.989008E-03,+769.220669E-03,+396.788631E-03,-48.326358E-03
-192.982704E-03,+752.484268E-03,+379.717767E-03,-48.326358E-03
-192.976400E-03,+735.747932E-03,+430.930890E-03,-48.326489E-03
-192.970096E-03,+735.747866E-03,+413.859694E-03,-81.799029E-03
-192.963792E-03,+719.011530E-03,+379.717635E-03,-48.326358E-03
-192.957488E-03,+719.011662E-03,+396.788630E-03,-48.326490E-03
-192.951184E-03,+752.484267E-03,+379.717568E-03,-81.799161E-03
-192.944880E-03,+735.747865E-03,+379.717636E-03,-81.799028E-03
-192.938576E-03,+719.011664E-03,+396.788766E-03,-48.326358E-03
-192.932272E-03,+752.484266E-03,+413.859827E-03,-48.326358E-03
-192.925968E-03,+735.747864E-03,+413.859691E-03,-48.326358E-03
-192.919664E-03,+719.011732E-03,+379.717568E-03,-48.326493E-03
-192.913360E-03,+769.220734E-03,+379.717637E-03,-81.798756E-03
-192.907056E-03,+769.220802E-03,+396.788767E-03,+18.619111E-03
-192.900752E-03,+785.956932E-03,+413.859758E-03,-14.853827E-03
-192.894448E-03,+735.747932E-03,+396.788698E-03,-81.799025E-03
-192.888144E-03,+735.747795E-03,+396.788698E-03,-48.326495E-03
-192.881839E-03,+702.275198E-03,+396.788768E-03,-81.799161E-03
-192.875535E-03,+719.011599E-03,+413.859757E-03,-81.799023E-03
-192.869231E-03,+735.747932E-03,+396.788698E-03,-48.326358E-03
-192.862927E-03,+735.747862E-03,+396.788698E-03,-48.326358E-03
-192.856623E-03,+719.011600E-03,+396.788839E-03,-48.326220E-03
-192.850319E-03,+735.747793E-03,+430.930886E-03,-14.853695E-03
-192.844015E-03,+702.275199E-03,+413.859756E-03,-48.326358E-03
-192.837711E-03,+719.011600E-03,+396.788769E-03,-48.326498E-03
-192.831407E-03,+735.747861E-03,+413.859756E-03,-81.799161E-03
-192.825103E-03,+719.011601E-03,+396.788698E-03,-81.798879E-03
-192.818799E-03,+735.747861E-03,+396.788698E-03,-14.853697E-03
-192.812495E-03,+719.011672E-03,+396.788770E-03,-48.326358E-03
-192.806191E-03,+752.484120E-03,+413.859827E-03,-48.326500E-03
-192.799887E-03,+702.275129E-03,+413.859682E-03,-81.799161E-03
-192.793583E-03,+702.275272E-03,+379.717641E-03,-81.799018E-03
-192.787279E-03,+735.747860E-03,+396.788625E-03,-48.326358E-03
-192.780975E-03,+719.011674E-03,+379.717641E-03,-48.326215E-03
-192.774671E-03,+752.484261E-03,+396.788624E-03,-14.853700E-03
-192.768367E-03,+735.747932E-03,+379.717494E-03,-48.326358E-03
-192.762063E-03,+735.747859E-03,+362.646586E-03,-48.326358E-03
-192.755759E-03,+719.011675E-03,+396.788624E-03,-48.326503E-03
-192.749454E-03,+752.484333E-03,+379.717494E-03,-81.799015E-03
-192.743150E-03,+752.484333E-03,+362.646513E-03,-48.326358E-03
-192.736846E-03,+752.484260E-03,+379.717792E-03,-48.326358E-03
-192.730542E-03,+735.747858E-03,+430.930882E-03,-48.326211E-03
-192.724238E-03,+719.011530E-03,+413.859827E-03,-14.853703E-03
-192.717934E-03,+719.011530E-03,+413.859677E-03,-48.326358E-03
-192.711630E-03,+719.011456E-03,+379.717643E-03,-48.326506E-03
-192.705326E-03,+702.275277E-03,+396.788622E-03,-81.799012E-03
-192.699022E-03,+735.747783E-03,+379.717644E-03,-48.326507E-03
-192.692718E-03,+702.275278E-03,+396.788774E-03,-81.799161E-03
-192.686414E-03,+735.748006E-03,+413.859599E-03,-81.799011E-03
-192.680110E-03,+752.484183E-03,+362.646438E-03,-48.326508E-03
-192.673806E-03,+719.011605E-03,+362.646515E-03,-81.799311E-03
-192.667502E-03,+735.747932E-03,+379.717568E-03,-115.271812E-03
-192.661198E-03,+735.747856E-03,+379.717568E-03,-81.798858E-03
-192.654894E-03,+719.011530E-03,+379.717568E-03,-14.853859E-03
-192.648590E-03,+719.011606E-03,+379.717723E-03,-81.799313E-03
-192.642286E-03,+735.747779E-03,+413.859672E-03,-115.271658E-03
-192.635982E-03,+702.275282E-03,+379.717724E-03,-48.326358E-03
-192.629678E-03,+735.748085E-03,+413.859827E-03,-48.326358E-03
-192.623373E-03,+769.220504E-03,+413.859671E-03,-48.326051E-03
-192.617069E-03,+719.011530E-03,+379.717568E-03,+18.619093E-03
-192.610765E-03,+719.011530E-03,+379.717647E-03,-14.853865E-03
-192.604461E-03,+719.011530E-03,+396.788698E-03,-81.799161E-03
